"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","Cluster"
-1.61816999222999,-0.0133934754628878,-1.61390373555236,-1.28548182524318,0.403502645767878,-0.960137641422376,1.0565240304075,2.05776619344313,-0.606144911146964,1.14132662566296,-2.05275144966676,0.965728084316976,1.66121516459481,-0.773310678084431,-0.966156721320936,-3.66051405219364,-1.07010417140574,0.281395883003226,-1.24703638050621,-0.509920393072882,"2"
2.30250358154298,0.158130101288472,-0.485533718679924,1.55642580054127,-0.53559639740694,1.81184646889589,1.45897846672758,-1.46542652364147,-0.383530663733387,-1.26501546900364,1.02493938349966,-0.284532944171102,-1.07466686889481,-1.66277466104695,-2.05568072878872,-1.48202060945926,-0.515270529396551,0.360595673045297,0.226060106147915,-1.3832810600914,"1"
-1.90603818206553,-1.77570145922151,0.560705553202979,-1.73083116161608,-0.407027896347033,0.0790274531749459,0.534583128824338,0.660020437491746,0.437578453205209,-0.661362780930818,0.772750080430137,-0.116617531166717,-0.4943192622403,-0.625599469629426,-1.99931320650252,1.59165198289031,0.200847659033779,0.248922897003167,-0.510454090342018,-0.688029027323561,"2"
-0.658612924905135,-2.26196182640191,0.892503031615175,1.01365336215656,1.04101239921923,-0.912822087545633,-0.74203158956464,0.256030497510789,0.212085004923862,-0.757536182797435,-0.427283588152608,0.761857521587674,0.452041213055072,0.785771950765862,1.50045528655697,-0.654739432732429,-0.832986582352145,1.87290478365059,-0.435315263074924,1.241198449626,"3"
-0.747759931219954,-1.56017741736246,-0.376847644680408,1.08672810483523,2.20321031933709,0.681940664586747,-0.908860745156609,1.09811919967448,-0.326606105025877,-0.473407987882878,1.42846269191419,0.113712304582691,-0.832048975650944,0.347228975565816,-0.489718991167851,-0.429634812310824,0.293569422045534,-0.797640741706657,2.01962961324366,-1.50036152524246,"3"
-0.543903136254415,1.58377186425853,1.33565638914999,-1.17286689581586,0.555258568359078,2.87065483044923,-0.397655842027262,0.752924044487644,-0.922662770935247,-1.3498729532696,-0.236457511580079,-0.0465581344014145,0.581934403501615,-0.0401399365985957,1.49803000809268,0.667157975259702,-1.53714886254873,-0.18495207305647,-0.281097907303013,-1.00126806034252,"2"
0.574524417104298,1.60011808893529,-0.433364260913224,0.0552993699128665,2.81350683921136,0.657961777020974,-1.32899884498225,-0.597695697615373,0.0495030831320839,-0.698384531651259,0.114714941738713,0.090161404982244,-0.303295650441741,0.665137493306365,0.579388711397922,-0.340876185951984,-1.41201962469118,-2.20619417743645,-0.681018562558795,0.233795494454805,"3"
-1.39208914248788,-1.03764719256222,-1.31219982210223,0.210785212321379,-0.505230487584681,-0.727636986919935,2.66635137750287,0.133968008512005,0.621455432877536,-1.14448103671147,0.00637543242097473,-0.15629974545425,-0.254129457278685,0.440762538531751,-1.02456273720365,0.645466674459935,1.11315781161266,1.03926208235324,-0.102157013481663,-0.854471163686697,"1"
-0.0654603202050331,0.678126126999109,-2.7497287078418,-0.576414587162613,0.00222728562323382,-0.525269191246634,-0.665796162740742,0.753877670902663,-1.90367070499861,1.96314700693719,1.17258609088168,-1.60212055967947,-0.87816975115856,1.5969321179819,1.57673007413237,0.890830588981463,-1.5394098117218,0.826320717476274,0.671425390279876,2.0550234400399,"2"
-1.20466370295666,-0.834709719035383,1.74296686625993,-1.94628731482889,-0.3423330714038,0.222256350178738,0.854135443790871,0.320113436543839,-0.898400501647861,-0.303464004549068,-0.634216539226835,0.832821152219869,0.564886480069832,-0.552896134843204,0.234570553870763,1.23811313917985,0.742471751080327,0.728512026164238,-1.71015061154527,-0.302856943648984,"2"
-0.755283691646195,-2.03359006277218,-0.143892734183602,2.28363336390266,-0.173824552710641,2.05623569689462,0.486916944523288,-0.0446052712417861,-0.901865155193359,-1.21503362506361,0.199568820997256,-0.862509857609746,-0.451044485003988,-1.39949544715221,-0.614531086876842,0.175817519089416,0.280988737449228,-0.0365543711661374,0.293057436566652,0.155218877529641,"1"
1.612795148472,1.45381978881978,-0.0142218168708979,0.224778396789882,0.135537884501108,-1.96615193371977,-1.06497664842806,-0.11700643056367,0.485284864282503,-1.57728050910471,0.944518249681378,-0.675239574803779,0.129789348486375,0.366107200146331,-0.741266303109111,-0.925632683975274,-1.27100264184426,-0.804707919329168,0.293051904426561,-0.602016663320575,"3"
0.551203843514865,-2.29254261178808,-1.75478832808434,0.0670685318836651,-1.03133439229643,-0.899160291041356,2.34819176931832,-1.28610371067061,-0.333472161669638,-0.346466664475139,1.25654053142918,0.158567647532184,-0.861977757737248,-0.923234390726407,-1.25892156332731,-1.82039893193761,0.424760955698784,-0.46941611387133,0.71061560826879,-0.398511051714451,"1"
0.951304565782664,2.25675686272532,-0.224409082461966,-1.66486946912488,-0.837507762862627,0.411039644754601,-0.562513698294569,0.452133237093279,-1.21929545527009,0.557315406023167,-0.431404630858434,-0.0485181353219173,-0.770565498887009,-0.88739526264226,0.0315422745393691,0.231638879608846,0.829673499207347,-1.46678985600652,0.1459802756885,0.75956800690031,"2"
0.850055056340444,0.478757475199141,-0.226024710668942,-1.16371758400446,-2.32197349833861,-0.287996970471839,-1.20203504969355,0.259531179538535,0.140734330666498,-0.329907899218032,1.21599924154945,-0.756413701160571,0.392645844694171,-0.493047616930801,-0.342793817918502,-0.812895409520996,-0.550539078046194,-0.787713979681546,1.12897009873847,-0.588432197108577,"2"
1.24796043525703,1.89530533473969,1.1554905407169,-1.00777628513529,-2.32655837159206,-0.291659966386297,0.127145414912722,2.1129600994841,1.67039634871679,-1.07017931326892,3.33901195208491,-0.46733824300129,1.22805546656982,-0.551485482647454,-0.175089525700909,-1.36004358852751,0.781986496075887,1.49237399063512,0.0130497434939164,-0.989704684519175,"2"
0.195103610330026,1.77250135465531,0.0735309532401626,-0.154444461648235,1.93605239690748,-1.14842296418091,-0.648259878679386,-0.15295746733238,-0.919102486096227,-0.138513533386134,-0.578577506441615,0.0104921410359811,-0.488500816886844,0.366140928277121,0.79035925817555,-0.828792731316506,0.124792973520801,-1.28611773311644,-0.0943413611379978,-0.372708037310745,"3"
-0.00560488703132866,-0.391860123022485,-0.730393779320949,-0.596655440304197,-2.68770144607852,-0.501518721316973,-1.39858163984209,0.234039735129164,-0.0365908528823687,0.143327334990764,1.44617149173951,0.624227948690131,-0.378051611766194,0.529044727339799,-1.97049494455047,0.354601241660983,0.87233946277497,-0.219494913936221,-1.58744717868113,-0.391604783450254,"2"
0.38216428506881,0.15258420375774,-0.170542286290404,0.965026339568265,0.618535575131196,1.07849034055177,-0.387670119988212,0.272760325172931,-0.310166840344846,0.997238509293748,-0.886390909063557,1.55814482219027,-0.223292244341989,0.192685125177712,1.06805849442622,0.469430415870409,1.00198132141685,-0.396606659937283,-0.615065048685655,-0.374811012184144,"2"
0.802336461095494,0.0213398001125877,-0.666778801283574,-1.64501160754552,-1.33549706700022,0.483382978976183,-0.778988854450554,-0.215704017788585,0.159229988486425,-0.814389100738567,-0.111381301348088,-0.618330100002401,0.471422034015649,-0.225746654807714,0.512649765612658,0.376719082348407,-0.989608722110922,0.308025836879977,0.665484737731725,0.178958166426003,"2"
0.422139170036452,1.25369580139501,0.543872370763753,-1.01630147957091,0.589540977719651,-0.981049118933047,2.28338488396593,2.86318519139339,0.43723582224923,-0.246341890342107,-2.26214586781696,0.817801141971473,0.904887816571594,0.341660792200349,-1.82147476913768,-0.460737862982052,-0.372707288662618,0.731593812580116,0.604512366138594,-1.44901776734435,"2"
-0.299470837301776,0.115858654591188,-0.682938196745052,1.1031058669101,-0.279108466092713,0.399093512765668,1.17792357577666,-0.362347969465127,1.88659957190913,1.02255162954156,-1.41901910281353,-2.91665249204102,-1.23386079679447,1.10467313749929,-0.0508330422966988,-0.288370919501543,1.3036802364452,-1.4379111295785,-1.16552299008169,-1.39816033656565,"1"
0.474850527156352,1.66567604089243,-1.56161934902881,-0.268449391046562,0.108859608948461,-0.411165292790749,0.218092894569882,-0.0261538180347167,-2.73678976879648,3.45014479395645,0.573595757586852,0.00511609939471452,-0.766141522384925,1.90657252612003,0.911667001322865,0.904723396462046,-1.1784332227012,1.18776250375137,-1.34780120539536,0.515060563406927,"2"
-0.479501745488483,-0.637284566892767,-2.37430088386976,-1.92138749425282,0.165530438077602,-0.799655337654433,0.116710937360856,-1.32590306672169,-1.08977642056612,-0.439816024968721,0.399384589917696,0.0216194424703426,0.508749547888456,-0.201279746839476,0.783308250794146,-1.43497840294193,0.0525798806618397,0.264383639461249,-1.02614674124071,0.0364839787995577,"2"
1.0912334959119,0.697940575779948,-1.27484379921823,-0.178121002186454,-0.33243514277271,-0.228579757829357,-0.0798281100094745,0.494132732463512,-2.13269684085819,1.78089955725373,0.604550519999743,-2.0646787121134,-0.0981158086890324,0.376438545747719,0.365789647457953,0.937828724044139,-2.47353898580572,0.906917549455311,-1.54908301574987,1.91458195671095,"2"
